line_number,book_number,original_text,verse_normalized,verse_syllabified
4683,10,Eine leibliche Schwester des allerfahrnen Äätes.,eine leibliche schwester des allerfahrnen äätes,ei|ne|leib|li|che|schwes|ter|des|al|ler|fahr|nen|ää|tes
4684,10,Beide stammten vom Gotte der menschenerleuchtenden Sonne;,beide stammten vom gotte der menschenerleuchtenden sonne,bei|de|stamm|ten|vom|got|te|der|men|sche|ner|leuch|ten|den|son|ne
4685,10,"Ihre Mutter war Perse, des großen Okeanos' Tochter.",ihre mutter war perse des großen okeanos' tochter,ih|re|mut|ter|war|per|se|des|gro|ßen|o|ke|a|nos'|toch|ter
4686,10,Allda liefen wir still mit unserm Schiff' ans Gestade,allda liefen wir still mit unserm schiff' ans gestade,all|da|lie|fen|wir|still|mit|un|serm|schiff'|ans|ge|sta|de
4687,10,In die schirmende Bucht; ein Gott war unser Geleiter.,in die schirmende bucht ein gott war unser geleiter,in|die|schir|men|de|bucht|ein|gott|war|un|ser|ge|lei|ter
4688,10,"Und wir stiegen ans Land, wo wir zween Tag' und zwo Nächte",und wir stiegen ans land wo wir zween tag' und zwo nächte,und|wir|stie|gen|ans|land|wo|wir|zween|tag'|und|zwo|näch|te
4689,10,"Ruhten, zugleich von der Arbeit und von dem Kummer entkräftet.",ruhten zugleich von der arbeit und von dem kummer entkräftet,ruh|ten|zu|gleich|von|der|ar|beit|und|von|dem|kum|mer|ent|kräf|tet
4690,10,"Als nun die Morgenröte des dritten Tages emporstieg,",als nun die morgenröte des dritten tages emporstieg,als|nun|die|mor|gen|rö|te|des|drit|ten|ta|ges|em|por|stieg
4691,10,"Nahm ich die Lanz' in die Hand, und hängte das Schwert um die Schulter,",nahm ich die lanz' in die hand und hängte das schwert um die schulter,nahm|ich|die|lanz'|in|die|hand|und|häng|te|das|schwert|um|die|schul|ter
4692,10,"Eilte vom Schiff, und bestieg den Hügel, ob ich vielleicht wo",eilte vom schiff und bestieg den hügel ob ich vielleicht wo,eil|te|vom|schiff|und|be|stieg|den|hü|gel|ob|ich|viel|leicht|wo
4693,10,"Spuren von Menschen erblickte, und ihre Stimme Vernähme.",spuren von menschen erblickte und ihre stimme vernähme,spu|ren|von|men|schen|er|blick|te|und|ih|re|stim|me|ver|näh|me
4694,10,"Als ich jetzt von der Höhe des schroffen Felsen umhersah,",als ich jetzt von der höhe des schroffen felsen umhersah,als|ich|jetzt|von|der|hö|he|des|schrof|fen|fel|sen|um|her|sah
4695,10,"Kam es mir vor, daß Rauch von der weitumwanderten Erde",kam es mir vor daß rauch von der weitumwanderten erde,kam|es|mir|vor|daß|rauch|von|der|weit|um|wan|der|ten|er|de
4696,10,Hinter dem dicken Gebüsch aus Kirkes Wohnung emporstieg.,hinter dem dicken gebüsch aus kirkes wohnung emporstieg,hin|ter|dem|di|cken|ge|büsch|aus|kir|kes|woh|nung|em|por|stieg
4697,10,"Jetzo sann ich umher, und erwog den wankenden Vorsatz,",jetzo sann ich umher und erwog den wankenden vorsatz,jet|zo|sann|ich|um|her|und|er|wog|den|wan|ken|den|vor|satz
4698,10,"Hin nach dem dunkeln Rauche zu gehn, und weiter zu forschen.",hin nach dem dunkeln rauche zu gehn und weiter zu forschen,hin|nach|dem|dun|keln|rau|che|zu|gehn|und|wei|ter|zu|for|schen
4699,10,Dieser Gedanke erschien mir Zweifelnden endlich der beste:,dieser gedanke erschien mir zweifelnden endlich der beste,die|ser|ge|dan|ke|er|schien|mir|zwei|feln|den|end|lich|der|bes|te
4700,10,"Erst zu dem schnellen Schiffe zu gehn am Strande des Meeres,",erst zu dem schnellen schiffe zu gehn am strande des meeres,erst|zu|dem|schnel|len|schif|fe|zu|gehn|am|stran|de|des|mee|res
4701,10,"Meine Genossen mit Speise zu stärken, und Späher zu senden.",meine genossen mit speise zu stärken und späher zu senden,mei|ne|ge|nos|sen|mit|spei|se|zu|stär|ken|und|spä|her|zu|sen|den
4702,10,"Als ich schon nahe war dem gleichberuderten Schiffe,",als ich schon nahe war dem gleichberuderten schiffe,als|ich|schon|na|he|war|dem|gleich|be|ru|der|ten|schif|fe
4703,10,"Da erbarmte sich mein, des Einsamen, einer der Götter.",da erbarmte sich mein des einsamen einer der götter,da|er|barm|te|sich|mein|des|ein|sa|men|ei|ner|der|göt|ter
4704,10,Und es lief ein gewaltiger Hirsch mit hohem Geweihe,und es lief ein gewaltiger hirsch mit hohem geweihe,und|es|lief|ein|ge|wal|ti|ger|hirsch|mit|ho|hem|ge|wei|he
4705,10,Mir auf den Weg; er sprang aus der Weide des Waldes zum Bache,mir auf den weg er sprang aus der weide des waldes zum bache,mir|auf|den|weg|er|sprang|aus|der|wei|de|des|wal|des|zum|ba|che
4706,10,"Lechzend hinab, denn ihn brannten bereits die Strahlen der Sonne.",lechzend hinab denn ihn brannten bereits die strahlen der sonne,lech|zend|hin|ab|denn|ihn|brann|ten|be|reits|die|strah|len|der|son|ne
4707,10,"Diesen schoß ich im Lauf, und traf ihm die Mitte des Rückgrats,",diesen schoß ich im lauf und traf ihm die mitte des rückgrats,die|sen|schoß|ich|im|lauf|und|traf|ihm|die|mit|te|des|rü|ck|grats
4708,10,Daß die eherne Lanz' am Bauche wieder herausfuhr;,daß die eherne lanz' am bauche wieder herausfuhr,daß|die|e|her|ne|lanz'|am|bau|che|wie|der|her|aus|fuhr
4709,10,"Schreiend stürzt' er dahin in den Staub, und das Leben entflog ihm.",schreiend stürzt' er dahin in den staub und das leben entflog ihm,schrei|end|stürzt'|er|da|hin|in|den|staub|und|das|le|ben|ent|flog|ihm
4710,10,"Hierauf zog ich, den Fuß anstemmend, die eherne Lanze",hierauf zog ich den fuß anstemmend die eherne lanze,hier|auf|zog|ich|den|fuß|an|stem|mend|die|e|her|ne|lan|ze
4711,10,"Ans der Wunde zurück, und legte sie dort auf den Boden",ans der wunde zurück und legte sie dort auf den boden,ans|der|wun|de|zu|rück|und|leg|te|sie|dort|auf|den|bo|den
4712,10,"Nieder. Dann brach ich am Bache mir schwanke weidene Ruten,",nieder dann brach ich am bache mir schwanke weidene ruten,nie|der|dann|brach|ich|am|ba|che|mir|schwan|ke|wei|de|ne|ru|ten
4713,10,"Drehete links und rechts ein klafterlanges Geflechte,",drehete links und rechts ein klafterlanges geflechte,dre|he|te|links|und|rechts|ein|klaf|ter|lan|ges|ge|flech|te
4714,10,Und verband die Füße des mächtigen Ungeheuers.,und verband die füße des mächtigen ungeheuers,und|ver|band|die|fü|ße|des|mäch|ti|gen|un|ge|heu|ers
4715,10,"Hängt' es mir über den Hals, und trug es zum schwärzlichen Schiffe,",hängt' es mir über den hals und trug es zum schwärzlichen schiffe,hängt'|es|mir|ü|ber|den|hals|und|trug|es|zum|schwärz|li|chen|schif|fe
4716,10,Auf die Lanze gestützt; denn einer Schulter und Hand war,auf die lanze gestützt denn einer schulter und hand war,auf|die|lan|ze|ge|stützt|denn|ei|ner|schul|ter|und|hand|war
4717,10,Viel zu schwer die Last des riesenmäßigen Tieres.,viel zu schwer die last des riesenmäßigen tieres,viel|zu|schwer|die|last|des|rie|sen|mä|ßi|gen|tie|res
4718,10,"Vor dem Schiffe warf ich es hin, und redete jedem",vor dem schiffe warf ich es hin und redete jedem,vor|dem|schif|fe|warf|ich|es|hin|und|re|de|te|je|dem
4719,10,Meiner Genossen zu mit diesen freundlichen Worten:,meiner genossen zu mit diesen freundlichen worten,mei|ner|ge|nos|sen|zu|mit|die|sen|freund|li|chen|wor|ten
4720,10,"Lieben, wir werden ja doch, trotz unserm Grame, nicht früher",lieben wir werden ja doch trotz unserm grame nicht früher,lie|ben|wir|wer|den|ja|doch|trotz|un|serm|gra|me|nicht|frü|her
4721,10,"Sinken in Aïdes Reich, eh' der Tag des Schicksals uns abruft!",sinken in aïdes reich eh' der tag des schicksals uns abruft,sin|ken|in|a|ï|des|reich|eh'|der|tag|des|schick|sals|uns|ab|ruft
4722,10,"Auf denn, so lange das Schiff noch Trank und Speise verwahret,",auf denn so lange das schiff noch trank und speise verwahret,auf|denn|so|lan|ge|das|schiff|noch|trank|und|spei|se|ver|wah|ret
4723,10,"Eßt nach Herzensbegier, damit uns der Hunger nicht töte!",eßt nach herzensbegier damit uns der hunger nicht töte,eßt|nach|her|zens|be|gier|da|mit|uns|der|hun|ger|nicht|tö|te
4724,10,"Also sprach ich; und schnell gehorchten sie meinem Befehle,",also sprach ich und schnell gehorchten sie meinem befehle,al|so|sprach|ich|und|schnell|ge|horch|ten|sie|mei|nem|be|feh|le
4725,10,"Kamen aus ihren Hüllen, am Ufer des wüsten Meeres,",kamen aus ihren hüllen am ufer des wüsten meeres,ka|men|aus|ih|ren|hül|len|am|u|fer|des|wüs|ten|mee|res
4726,10,Und verwunderten sich des riesenmäßigen Hirsches.,und verwunderten sich des riesenmäßigen hirsches,und|ver|wun|der|ten|sich|des|rie|sen|mä|ßi|gen|hir|sches
4727,10,"Und nachdem sie die Augen an seiner Größe geweidet,",und nachdem sie die augen an seiner größe geweidet,und|nach|dem|sie|die|au|gen|an|sei|ner|grö|ße|ge|wei|det
4728,10,"Wuschen sie ihre Hände, das herrliche Mahl zu bereiten.",wuschen sie ihre hände das herrliche mahl zu bereiten,wu|schen|sie|ih|re|hän|de|das|herr|li|che|mahl|zu|be|rei|ten
4729,10,"Also saßen wir dort den Tag bis die Sonne sich neigte,",also saßen wir dort den tag bis die sonne sich neigte,al|so|sa|ßen|wir|dort|den|tag|bis|die|son|ne|sich|neig|te
4730,10,An der Fülle des Fleisches und süßen Weines uns labend.,an der fülle des fleisches und süßen weines uns labend,an|der|fül|le|des|flei|sches|und|sü|ßen|wei|nes|uns|la|bend
4731,10,"Als die Sonne nun sank, und Dunkel die Erde bedeckte,",als die sonne nun sank und dunkel die erde bedeckte,als|die|son|ne|nun|sank|und|dun|kel|die|er|de|be|deck|te
4732,10,Legten wir uns zum Schlummer am Strande des rauschenden Meeres.,legten wir uns zum schlummer am strande des rauschenden meeres,leg|ten|wir|uns|zum|schlum|mer|am|stran|de|des|rau|schen|den|mee|res
4733,10,"Als die dämmernde Frühe mit Rosenfingern erwachte,",als die dämmernde frühe mit rosenfingern erwachte,als|die|däm|mern|de|frü|he|mit|ro|sen|fin|gern|er|wach|te
4734,10,"Rief ich alle Gefährten zur Ratsversammlung, und sagte:",rief ich alle gefährten zur ratsversammlung und sagte,rief|ich|al|le|ge|fähr|ten|zur|rats|ver|samm|lung|und|sag|te
4735,10,"Höret jetzo mich an, ihr meine Genossen im Unglück!",höret jetzo mich an ihr meine genossen im unglück,hö|ret|jet|zo|mich|an|ihr|mei|ne|ge|nos|sen|im|un|glück
4736,10,"Freunde, wir wissen ja nicht, wo Abend oder wo Morgen;",freunde wir wissen ja nicht wo abend oder wo morgen,freun|de|wir|wis|sen|ja|nicht|wo|a|bend|o|der|wo|mor|gen
4737,10,"Nicht, wo die leuchtende Sonne sich unter die Erde hinabsenkt,",nicht wo die leuchtende sonne sich unter die erde hinabsenkt,nicht|wo|die|leuch|ten|de|son|ne|sich|un|ter|die|er|de|hin|ab|senkt
4738,10,"Noch, wo sie wiederkehrt: drum müssen wir schnell uns bedenken,",noch wo sie wiederkehrt drum müssen wir schnell uns bedenken,noch|wo|sie|wie|der|kehrt|drum|müs|sen|wir|schnell|uns|be|den|ken
4739,10,Ist noch irgend ein Rat; ich sehe keinen mehr übrig.,ist noch irgend ein rat ich sehe keinen mehr übrig,ist|noch|ir|gend|ein|rat|ich|se|he|kei|nen|mehr|üb|rig
4740,10,Denn ich umschauete dort von der Höhe des zackichten Felsens,denn ich umschauete dort von der höhe des zackichten felsens,denn|ich|um|schau|e|te|dort|von|der|hö|he|des|zackich|ten|fel|sens
4741,10,"Diese Insel, die rings das unendliche Meer umgürtet,",diese insel die rings das unendliche meer umgürtet,die|se|in|sel|die|rings|das|un|end|li|che|meer|um|gür|tet
4742,10,Nahe liegt sie am Land'; und in der Mitte der Insel,nahe liegt sie am land' und in der mitte der insel,na|he|liegt|sie|am|land'|und|in|der|mit|te|der|in|sel
4743,10,"Sah ich Rauch, der hinter dem dicken Gebüsche hervorstieg.",sah ich rauch der hinter dem dicken gebüsche hervorstieg,sah|ich|rauch|der|hin|ter|dem|di|cken|ge|bü|sche|her|vor|stieg
4744,10,"Also sprach ich; und ihnen brach das Herz vor Betrübnis,",also sprach ich und ihnen brach das herz vor betrübnis,al|so|sprach|ich|und|ih|nen|brach|das|herz|vor|be|trüb|nis
4745,10,"Da sie des Lästrygonen Antiphates Taten bedachten,",da sie des lästrygonen antiphates taten bedachten,da|sie|des|lästry|go|nen|an|ti|pha|tes|ta|ten|be|dach|ten
4746,10,"Und des Kyklopen Gewalt, des grausamen Menschenfressers.",und des kyklopen gewalt des grausamen menschenfressers,und|des|ky|klo|pen|ge|walt|des|grau|sa|men|men|schen|fres|sers
4747,10,"Und sie weineten laut, und vergossen häufige Tränen.",und sie weineten laut und vergossen häufige tränen,und|sie|wei|ne|ten|laut|und|ver|gos|sen|häu|fi|ge|trä|nen
4748,10,Aber sie konnten ja nichts mit ihrer Klage gewinnen.,aber sie konnten ja nichts mit ihrer klage gewinnen,a|ber|sie|konn|ten|ja|nichts|mit|ih|rer|kla|ge|ge|win|nen
4749,10,Jetzo teilt' ich die Schar der wohlgeharnischten Freunde,jetzo teilt' ich die schar der wohlgeharnischten freunde,jet|zo|teil|t'|ich|die|schar|der|wohl|ge|har|nisch|ten|freun|de
4750,10,"In zween Haufen, und gab jedwedem einen Gebieter.",in zween haufen und gab jedwedem einen gebieter,in|zween|hau|fen|und|gab|jed|we|dem|ei|nen|ge|bie|ter
4751,10,"Diesen führte ich selbst, der edle Eurylochos jenen.",diesen führte ich selbst der edle eurylochos jenen,die|sen|führ|te|ich|selbst|der|ed|le|eu|ry|lochos|je|nen
4752,10,Eilend schüttelten wir im ehernen Helme die Lose;,eilend schüttelten wir im ehernen helme die lose,ei|lend|schüt|tel|ten|wir|im|e|her|nen|hel|me|die|lo|se
4753,10,Und das Los des beherzten Eurylochos sprang ans dem Helme.,und das los des beherzten eurylochos sprang ans dem helme,und|das|los|des|be|herz|ten|eu|ry|lochos|sprang|ans|dem|hel|me
4754,10,Dieser machte sich auf mit zweiundzwanzig Gefährten;,dieser machte sich auf mit zweiundzwanzig gefährten,die|ser|mach|te|sich|auf|mit|zwei|und|zwan|zig|ge|fähr|ten
4755,10,"Weinend gingen sie fort, und verließen uns traurend am Ufer.",weinend gingen sie fort und verließen uns traurend am ufer,wei|nend|gin|gen|sie|fort|und|ver|lie|ßen|uns|trau|rend|am|u|fer
4756,10,"Und sie fanden im Tal des Gebirgs die Wohnung der Kirke,",und sie fanden im tal des gebirgs die wohnung der kirke,und|sie|fan|den|im|tal|des|ge|birgs|die|woh|nung|der|kir|ke
4757,10,"Von gehauenen Steinen, in weitumschauender Gegend.",von gehauenen steinen in weitumschauender gegend,von|ge|hau|e|nen|stei|nen|in|weit|um|schau|en|der|ge|gend
4758,10,"Ihn umwandelten rings Bergwölfe und mähnichte Löwen,",ihn umwandelten rings bergwölfe und mähnichte löwen,ihn|um|wan|del|ten|rings|berg|wöl|fe|und|mäh|nich|te|lö|wen
4759,10,Durch die verderblichen Säfte der mächtigen Kirke bezaubert.,durch die verderblichen säfte der mächtigen kirke bezaubert,durch|die|ver|derb|li|chen|säf|te|der|mäch|ti|gen|kir|ke|be|zau|bert
4760,10,"Diese sprangen nicht wild auf die Männer, sondern sie stiegen",diese sprangen nicht wild auf die männer sondern sie stiegen,die|se|spran|gen|nicht|wild|auf|die|män|ner|son|dern|sie|stie|gen
4761,10,Schmeichelnd an ihnen empor mit langen wedelnden Schwänzen.,schmeichelnd an ihnen empor mit langen wedelnden schwänzen,schmei|chelnd|an|ih|nen|em|por|mit|lan|gen|we|deln|den|schwän|zen
4762,10,"Also umwedeln die Hunde den Hausherrn, wenn er vom Schmause",also umwedeln die hunde den hausherrn wenn er vom schmause,al|so|um|we|deln|die|hun|de|den|haus|herrn|wenn|er|vom|schmau|se
4763,10,Wiederkehrt; denn er bringt beständig leckere Bissen:,wiederkehrt denn er bringt beständig leckere bissen,wie|der|kehrt|denn|er|bringt|be|stän|dig|le|cke|re|bis|sen
4764,10,Also umwedelten sie starkklauige Löwen und Wölfe.,also umwedelten sie starkklauige löwen und wölfe,al|so|um|we|del|ten|sie|stark|klaui|ge|lö|wen|und|wöl|fe
4765,10,Aber sie fürchteten sich vor den schrecklichen Ungeheuern.,aber sie fürchteten sich vor den schrecklichen ungeheuern,a|ber|sie|fürch|te|ten|sich|vor|den|schreck|li|chen|un|ge|heu|ern
4766,10,"Und sie standen am Hofe der schöngelocketen Göttin,",und sie standen am hofe der schöngelocketen göttin,und|sie|stan|den|am|ho|fe|der|schön|ge|lo|cke|ten|göt|tin
4767,10,Und vernahmen im Haus anmutige Melodieen.,und vernahmen im haus anmutige melodieen,und|ver|nah|men|im|haus|an|mu|ti|ge|me|lo|die|en
4768,10,"Singend webete Kirke den großen unsterblichen Teppich,",singend webete kirke den großen unsterblichen teppich,sin|gend|we|be|te|kir|ke|den|gro|ßen|un|sterb|li|chen|tep|pich
4769,10,"Fein und lieblich und glänzend, wie aller Göttinnen Arbeit.",fein und lieblich und glänzend wie aller göttinnen arbeit,fein|und|lieb|lich|und|glän|zend|wie|al|ler|göt|tin|nen|ar|beit
4770,10,"Unter ihnen begann der Völkerführer Polites,",unter ihnen begann der völkerführer polites,un|ter|ih|nen|be|gann|der|völ|ker|füh|rer|po|li|tes
4771,10,Welcher der liebste mir war und geehrteste meiner Genossen:,welcher der liebste mir war und geehrteste meiner genossen,wel|cher|der|liebs|te|mir|war|und|ge|ehr|tes|te|mei|ner|ge|nos|sen
4772,10,"Freunde, hier wirket jemand, und singt am großen Gewebe",freunde hier wirket jemand und singt am großen gewebe,freun|de|hier|wir|ket|je|mand|und|singt|am|gro|ßen|ge|we|be
4773,10,"Reizende Melodieen, daß rings das Getäfel ertönet;",reizende melodieen daß rings das getäfel ertönet,rei|zen|de|me|lo|die|en|daß|rings|das|ge|tä|fel|er|tö|net
4774,10,"Eine Göttin, oder ein Weib; wir wollen ihr rufen!",eine göttin oder ein weib wir wollen ihr rufen,ei|ne|göt|tin|o|der|ein|weib|wir|wol|len|ihr|ru|fen
4775,10,"Also sprach Polites; die Freunde gehorchten, und riefen.",also sprach polites die freunde gehorchten und riefen,al|so|sprach|po|li|tes|die|freun|de|ge|horch|ten|und|rie|fen
4776,10,"Jene kam, und öffnete schnell die strahlende Pforte,",jene kam und öffnete schnell die strahlende pforte,je|ne|kam|und|öff|ne|te|schnell|die|strah|len|de|pfor|te
4777,10,"Nötigte sie; und alle, die Unbesonnenen, folgten.",nötigte sie und alle die unbesonnenen folgten,nö|tig|te|sie|und|al|le|die|un|be|son|ne|n|en|folg|ten
4778,10,"Nur Eurylochos blieb, denn er vermutete Böses.",nur eurylochos blieb denn er vermutete böses,nur|eu|ry|lochos|blieb|denn|er|ver|mu|te|te|bö|ses
4779,10,"Und sie setzte die Männer auf prächtige Sessel und Throne,",und sie setzte die männer auf prächtige sessel und throne,und|sie|setz|te|die|män|ner|auf|präch|ti|ge|ses|sel|und|thro|ne
4780,10,Mengte geriebenen Käse mit Mehl und gelblichem Honig,mengte geriebenen käse mit mehl und gelblichem honig,meng|te|ge|rie|be|nen|kä|se|mit|mehl|und|gelb|li|chem|ho|nig
4781,10,"Unter pramnischen Wein, und mischte betörende Säfte",unter pramnischen wein und mischte betörende säfte,un|ter|pram|ni|schen|wein|und|misch|te|be|tö|ren|de|säf|te
4782,10,"In das Gericht, damit sie der Heimat gänzlich vergäßen.",in das gericht damit sie der heimat gänzlich vergäßen,in|das|ge|richt|da|mit|sie|der|hei|mat|gänz|lich|ver|gä|ßen
4783,10,"Als sie dieses empfangen und ausgeleeret, da rührte",als sie dieses empfangen und ausgeleeret da rührte,als|sie|die|ses|emp|fan|gen|und|aus|ge|lee|ret|da|rühr|te
4784,10,"Kirke sie mit der Rute, und sperrte sie dann in die Köfen.",kirke sie mit der rute und sperrte sie dann in die köfen,kir|ke|sie|mit|der|ru|te|und|sperr|te|sie|dann|in|die|kö|fen
4785,10,"Denn sie hatten von Schweinen die Köpfe, Stimmen und Leiber,",denn sie hatten von schweinen die köpfe stimmen und leiber,denn|sie|hat|ten|von|schwei|nen|die|köp|fe|stim|men|und|lei|ber
4786,10,"Auch die Borsten; allein ihr Verstand blieb völlig, wie vormals.",auch die borsten allein ihr verstand blieb völlig wie vormals,auch|die|bors|ten|al|lein|ihr|ver|stand|blieb|völ|lig|wie|vor|mals
